City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,podgornoye,51.735,39.1496,11.81,93,0,2.0,RU,1698778908
362,new norfolk,-42.7826,147.0587,8.29,92,95,1.28,AU,1698778706
363,hotan,37.0997,79.9269,14.3,18,56,3.68,CN,1698778913
364,palmer,42.1584,-72.3287,10.92,50,5,0.45,US,1698778915
365,recke,52.3833,7.7167,9.95,89,100,0.96,DE,1698778918
366,grand-bassam,5.2118,-3.7388,27.98,84,72,3.68,CI,1698778920
367,mirnyy,62.5353,113.9611,-26.66,100,86,0.99,RU,1698778923
368,palma di montechiaro,37.1926,13.765,21.28,76,98,4.88,IT,1698778926
369,crane,31.3974,-102.3501,11.49,25,0,2.07,US,1698778931
370,revda,56.801,59.9303,-7.74,100,84,0.93,RU,1698778935
371,green,40.9459,-81.4832,6.11,56,100,0.89,US,1698778637
372,ash shatrah,31.4117,46.1742,28.29,28,100,2.38,IQ,1698778939
373,yuzhno-kurilsk,44.0306,145.8556,10.76,85,9,3.85,RU,1698778945
374,ingeniero jacobacci,-41.3427,-69.5448,8.47,40,100,7.01,AR,1698778948
375,chanar ladeado,-33.3252,-62.0383,15.02,60,40,8.76,AR,1698778951
376,chibougamau,49.9168,-74.3659,-4.21,74,75,3.09,CA,1698778953
377,dellys,36.9172,3.9131,20.44,71,100,5.77,DZ,1698778956
378,robertsport,6.7533,-11.3686,26.82,87,100,3.68,LR,1698778959
379,zelenogorsk,56.1147,94.5861,-6.6,61,100,5.39,RU,1698778961
380,tazovsky,67.4667,78.7,-14.01,94,100,3.47,RU,1698778964
381,el matama,16.7095,33.3565,32.46,18,7,5.38,SD,1698778969
382,eyl,7.9803,49.8164,27.15,73,25,6.06,SO,1698778972
383,baiyin,36.5583,104.2081,11.0,40,0,1.11,CN,1698778974
384,kangding,30.0513,101.9603,8.59,85,13,1.69,CN,1698778976
385,nema,57.5067,50.5011,-8.35,98,100,1.49,RU,1698778979
386,tabou,4.423,-7.3528,25.91,88,7,2.73,CI,1698778981
387,severo-yeniseyskiy,60.3725,93.0408,-16.35,96,11,1.79,RU,1698778984
388,mana,5.6592,-53.7767,29.65,69,12,4.75,GF,1698778986
389,chamical,-30.36,-66.314,18.66,65,100,3.91,AR,1698778989
390,kinna,57.5073,12.6946,2.96,91,100,3.94,SE,1698778993
391,oranjemund,-28.55,16.4333,17.6,69,87,11.47,NA,1698778995
392,tarinkot,32.6268,65.8733,17.57,23,100,1.3,AF,1698778998
393,constitucion,-35.3333,-72.4167,11.15,68,5,10.57,CL,1698778852
394,mulayjah,27.271,48.4242,23.45,68,90,1.71,SA,1698779004
395,howard springs,-12.497,131.047,26.95,86,56,3.15,AU,1698779007
396,san rafael,-34.6177,-68.3301,19.63,22,0,6.02,AR,1698779009
397,aldan,58.6031,125.3894,-24.05,98,100,1.3,RU,1698779012
398,rongelap,11.1635,166.8941,28.3,72,91,7.41,MH,1698779015
399,tete,-16.1564,33.5867,24.14,69,52,4.81,MZ,1698778921
400,kulhudhuffushi,6.6221,73.07,26.56,77,100,1.36,MV,1698779020
401,kerman,30.2832,57.0788,16.9,37,6,1.64,IR,1698779023
402,poronaysk,49.2167,143.1167,2.04,59,100,1.58,RU,1698779025
403,bam,29.106,58.357,22.18,28,12,3.65,IR,1698779028
404,east london,-33.0153,27.9116,15.49,77,0,4.04,ZA,1698779030
405,blagoveshchenka,52.8333,79.8667,-1.46,90,93,2.68,RU,1698779033
406,saint-pierre,-21.3393,55.4781,23.82,73,0,3.09,RE,1698779035
407,el calafate,-50.3408,-72.2768,8.76,45,0,2.76,AR,1698778767
408,sarkand,45.41,79.9186,6.72,66,100,12.29,KZ,1698779042
409,kupang,-10.1667,123.5833,26.32,94,26,1.54,ID,1698779045
410,papenburg,53.0667,7.4,10.53,92,100,0.89,DE,1698779048
411,magadan,59.5667,150.8,-5.53,92,100,2.52,RU,1698779016
412,barbacoas,1.6715,-78.1398,27.76,76,100,2.47,CO,1698779053
413,jinghong,21.991,100.7341,19.56,94,22,0.43,CN,1698779056
414,gantiadi,43.3811,40.0794,18.09,52,0,5.0,GE,1698779059
415,weno,7.4515,151.8468,25.97,94,75,1.54,FM,1698779061
416,ixtapa,20.7,-105.2,31.24,70,57,1.79,MX,1698778845
417,al hawatah,13.4167,34.6333,31.35,42,100,2.41,SD,1698779067
418,nadi,-17.8,177.4167,26.0,78,40,3.6,FJ,1698779069
419,jianguang,28.1938,115.7836,19.11,62,100,0.76,CN,1698779072
420,melioratorov,57.2107,65.6077,-3.79,100,75,1.0,RU,1698779075
421,kodinsk,58.6881,99.1844,-11.98,68,0,1.96,RU,1698779079
422,ko pha ngan,9.7578,100.0291,26.57,71,100,6.0,TH,1698779082
423,slave lake,55.2834,-114.769,1.77,69,100,3.86,CA,1698778812
424,vavoua,7.3819,-6.4778,26.13,77,79,1.38,CI,1698778904
425,ialibu,-6.2821,143.9935,13.15,97,100,1.04,PG,1698779089
426,san antonio de pale,-1.4014,5.6325,26.25,84,100,5.51,GQ,1698778928
427,benguela,-12.5763,13.4055,23.27,80,99,1.86,AO,1698779094
428,tidjikja,18.5564,-11.4271,32.07,10,5,5.06,MR,1698779096
429,tocache,-8.1842,-76.5125,26.32,92,99,0.93,PE,1698779099
430,baki,-7.6128,110.7839,26.11,75,98,2.78,ID,1698779102
431,tukzar,35.9483,66.4213,9.72,69,12,1.36,AF,1698779108
432,verkhotur'ye,58.8627,60.8054,-8.91,100,100,1.3,RU,1698779112
433,concepcion,-36.827,-73.0498,10.32,68,100,8.85,CL,1698779115
434,bodaybo,57.8506,114.1933,-19.36,98,77,0.35,RU,1698779117
435,beau vallon,-20.4189,57.6953,24.56,83,29,2.04,MU,1698779120
436,dunedin,-45.8742,170.5036,11.0,99,53,0.54,NZ,1698779123
437,lazaro cardenas,17.9583,-102.2,29.39,72,31,2.72,MX,1698779126
438,kerikeri,-35.2268,173.9474,16.06,93,100,0.89,NZ,1698779128
439,birobidzhan,48.8,132.95,-2.32,83,16,1.78,RU,1698779131
440,bac lieu,9.285,105.7244,24.89,92,100,2.55,VN,1698779134
441,miquelon,47.0975,-56.3814,7.0,59,99,8.27,PM,1698779137
442,toro,4.6117,-76.0814,27.38,72,100,1.36,CO,1698779139
443,usinsk,65.9939,57.5281,-7.74,94,100,4.92,RU,1698779144
444,sarangani,5.4033,125.4636,28.18,73,72,2.21,PH,1698779147
445,qui nhon,13.7667,109.2333,23.91,97,100,1.65,VN,1698778987
446,happy valley-goose bay,53.3168,-60.3315,0.21,49,6,6.96,CA,1698779151
447,kinwat,19.6333,78.2,20.72,65,5,0.58,IN,1698779154
448,vredendal,-31.6683,18.5012,24.2,22,86,6.92,ZA,1698779157
449,kiffa,16.6166,-11.4045,35.29,9,10,4.91,MR,1698779159
450,oum hadjer,13.2954,19.6966,32.5,17,14,4.09,TD,1698779162
451,port saint john's,-31.6229,29.5448,12.57,95,8,2.08,ZA,1698779165
452,juan griego,11.0817,-63.9655,28.88,78,100,5.74,VE,1698779168
453,conduaga,8.862,117.4893,28.25,74,47,2.2,PH,1698778947
454,la souterraine,46.2371,1.487,11.17,96,14,3.21,FR,1698779173
455,namdrik,5.5994,168.1028,27.18,77,100,3.0,MH,1698779176
456,trenton,40.217,-74.7429,11.56,62,100,0.45,US,1698778945
457,swedru,5.5371,-0.6998,25.49,84,100,3.05,GH,1698779181
458,lepsy,46.235,78.9456,7.53,73,100,8.68,KZ,1698779184
459,narrabri,-30.3167,149.7833,12.51,68,100,2.24,AU,1698779187
460,mboursou lere,9.7639,14.1539,31.28,35,100,2.62,TD,1698779190
461,litayan,7.3358,124.0347,26.43,78,49,1.93,PH,1698779193
462,joshimath,30.5667,79.5667,11.35,60,17,2.59,IN,1698779195
463,tambopata,-12.7333,-69.1833,31.94,58,75,2.57,PE,1698779198
464,caleta de carquin,-11.0925,-77.6267,18.78,86,32,6.44,PE,1698779201
465,el sauzal de rodriguez,31.9,-116.6833,22.45,45,6,0.81,MX,1698779205
466,goundam,16.4145,-3.6708,32.54,8,6,5.14,ML,1698779208
467,ylitornio,66.3089,23.6773,-13.02,98,39,1.72,FI,1698779210
468,gebeit,21.0667,36.3167,24.61,63,5,3.3,SD,1698779212
469,taco pozo,-25.6167,-63.2833,25.94,50,62,3.33,AR,1698779215
470,az zuwaytinah,30.9522,20.1202,23.98,60,0,3.15,LY,1698779217
471,florence,43.7667,11.25,16.8,82,20,2.06,IT,1698779219
472,maun,-19.9833,23.4167,21.89,70,100,5.78,BW,1698779222
473,sao gabriel da cachoeira,-0.1303,-67.0892,33.69,48,100,0.35,BR,1698779225
474,sawai madhopur,25.9833,76.3667,23.55,40,0,2.6,IN,1698779228
475,nemuro,43.3236,145.575,11.04,81,7,4.81,JP,1698779230
476,sabang,5.8933,95.3214,27.47,79,100,5.51,ID,1698779233
477,timimoun,29.2639,0.231,29.39,15,100,2.52,DZ,1698779236
478,kirensk,57.7853,108.1119,-10.58,56,7,1.79,RU,1698779238
479,chachapoyas,-6.2317,-77.869,15.31,84,100,1.23,PE,1698779241
480,dawson creek,55.7666,-120.2362,3.55,75,100,0.6,CA,1698779078
481,plettenberg bay,-34.0527,23.3716,15.76,89,100,3.39,ZA,1698779246
482,moama,-36.1167,144.7833,6.66,81,0,3.46,AU,1698779250
483,canavieiras,-15.675,-38.9472,26.12,65,42,4.81,BR,1698779103
484,cholpon-ata,42.6494,77.0823,9.03,54,0,4.24,KG,1698778806
485,labuan,5.2767,115.2417,29.2,69,100,2.6,MY,1698779258
486,juneau,58.3019,-134.4197,6.72,100,100,1.54,US,1698779261
487,kone,-21.0595,164.8658,18.62,81,60,1.78,NC,1698779264
488,tubarjal,30.4999,38.216,23.42,48,21,3.01,SA,1698779269
489,durazno,-33.4131,-56.5006,8.32,91,100,10.1,UY,1698779273
490,conception bay south,47.4999,-52.9981,3.64,86,100,5.92,CA,1698779276
491,oyama,36.3,139.8,16.99,75,0,1.39,JP,1698779278
492,nouadhibou,20.931,-17.0347,22.99,78,3,8.23,MR,1698778995
493,sabha,27.0377,14.4283,24.9,24,0,2.85,LY,1698779003
494,pankrushikha,53.8319,80.3406,-6.66,96,81,1.51,RU,1698779287
495,alassio,44.0039,8.1671,17.49,86,0,0.89,IT,1698779289
496,merizo village,13.2658,144.6691,27.85,92,100,7.21,GU,1698779292
497,burley,42.5357,-113.7928,9.98,32,0,5.14,US,1698779297
498,lupane,-18.9315,27.807,22.41,57,5,1.87,ZW,1698779299
499,peace river,56.2501,-117.286,3.0,55,98,1.55,CA,1698779097
500,maragogi,-9.0122,-35.2225,26.58,69,6,5.46,BR,1698779309
501,pekanbaru,0.5333,101.45,22.94,98,100,0.77,ID,1698779311
502,recani,31.2846,-4.2688,28.03,16,92,7.9,MA,1698779314
503,addiet canna,11.2667,37.4833,13.99,88,100,1.92,ET,1698779317
504,kenora,49.8167,-94.4337,-4.57,73,100,3.58,CA,1698779319
505,higuera de zaragoza,25.95,-109.2833,26.85,53,0,4.63,MX,1698779322
506,taroa,8.7058,171.2275,28.29,79,100,6.52,MH,1698779325
507,swan hill,-35.3378,143.5544,5.59,77,5,3.12,AU,1698779149
508,tortoli,39.9256,9.6572,15.55,68,100,2.36,IT,1698779330
509,blackwater,-23.5833,148.8833,17.05,100,100,2.53,AU,1698779333
510,enoch,37.7733,-113.0244,10.82,22,0,0.89,US,1698779335
511,patong,7.8961,98.2966,30.57,72,100,2.71,TH,1698779338
512,kavalerovo,44.2661,135.0572,11.97,90,100,1.34,RU,1698779340
513,el granada,37.5027,-122.4694,22.16,41,0,2.06,US,1698779343
514,talodi,10.6325,30.3797,27.2,62,100,0.86,SD,1698779352
515,khandyga,62.6667,135.6,-11.62,97,100,1.0,RU,1698779355
